,X,Y,# of Radars,Solution,Longitude,Latitude
660,243,238,3,Vertex,110.0,35.0
661,243,272,3,Vertex,110.0,35.5
662,243,306,3,Vertex,110.0,36.0
663,243,340,3,Vertex,110.0,36.5
664,243,374,3,Vertex,110.0,37.0
665,243,408,3,Vertex,110.0,37.5
666,243,442,3,Vertex,110.0,38.0
667,243,476,3,Vertex,110.0,38.5
668,243,510,3,Vertex,110.0,39.0
669,243,544,3,Vertex,110.0,39.5
670,243,578,3,Vertex,110.0,40.0
671,243,612,3,Vertex,110.0,40.5
672,243,646,3,Vertex,110.0,41.0
673,270,0,3,Vertex,109.5,31.3
674,270,34,3,Vertex,109.5,32.0
675,270,68,3,Vertex,109.5,32.5
676,270,102,3,Vertex,109.5,33.0
677,270,136,3,Vertex,109.5,33.5
678,270,170,3,Radar,109.5,34.0
679,270,204,3,Vertex,109.5,34.5
680,270,238,3,Vertex,109.5,35.0
681,270,272,3,Vertex,109.5,35.5
682,270,306,3,Vertex,109.5,36.0
683,270,340,3,Vertex,109.5,36.5
684,270,374,3,Vertex,109.5,37.0
685,270,408,3,Vertex,109.5,37.5
686,270,442,3,Vertex,109.5,38.0
687,270,476,3,Vertex,109.5,38.5
688,270,510,3,Vertex,109.5,39.0
689,270,544,3,Radar,109.5,39.5
690,270,578,3,Vertex,109.5,40.0
691,270,612,3,Vertex,109.5,40.5
692,270,646,3,Vertex,109.5,41.0
693,297,0,3,Vertex,109.0,31.3
694,297,34,3,Vertex,109.0,32.0
695,297,68,3,Vertex,109.0,32.5
696,297,102,3,Vertex,109.0,33.0
697,297,136,3,Vertex,109.0,33.5
698,297,170,3,Vertex,109.0,34.0
699,297,204,3,Vertex,109.0,34.5
700,297,238,3,Vertex,109.0,35.0
701,297,272,3,Vertex,109.0,35.5
702,297,306,3,Vertex,109.0,36.0
703,297,340,3,Vertex,109.0,36.5
704,297,374,3,Vertex,109.0,37.0
705,297,408,3,Vertex,109.0,37.5
706,297,442,3,Vertex,109.0,38.0
707,297,476,3,Vertex,109.0,38.5
708,297,510,3,Vertex,109.0,39.0
709,297,544,3,Vertex,109.0,39.5
710,297,578,3,Vertex,109.0,40.0
711,297,612,3,Vertex,109.0,40.5
712,297,646,3,Vertex,109.0,41.0
713,324,0,3,Vertex,108.5,31.3
714,324,34,3,Vertex,108.5,32.0
715,324,68,3,Vertex,108.5,32.5
716,324,102,3,Vertex,108.5,33.0
717,324,136,3,Vertex,108.5,33.5
718,324,170,3,Vertex,108.5,34.0
719,324,204,3,Vertex,108.5,34.5
720,324,238,3,Vertex,108.5,35.0
721,324,272,3,Vertex,108.5,35.5
722,324,306,3,Vertex,108.5,36.0
723,324,340,3,Vertex,108.5,36.5
724,324,374,3,Vertex,108.5,37.0
725,324,408,3,Vertex,108.5,37.5
726,324,442,3,Vertex,108.5,38.0
727,324,476,3,Vertex,108.5,38.5
728,324,510,3,Vertex,108.5,39.0
729,324,544,3,Vertex,108.5,39.5
730,324,578,3,Vertex,108.5,40.0
731,324,612,3,Vertex,108.5,40.5
732,324,646,3,Vertex,108.5,41.0
733,351,34,3,Vertex,108.0,32.0
734,351,68,3,Vertex,108.0,32.5
735,351,102,3,Vertex,108.0,33.0
736,351,136,3,Vertex,108.0,33.5
737,351,170,3,Vertex,108.0,34.0
738,351,204,3,Vertex,108.0,34.5
739,351,238,3,Vertex,108.0,35.0
740,351,272,3,Vertex,108.0,35.5
741,351,306,3,Vertex,108.0,36.0
742,351,340,3,Vertex,108.0,36.5
743,351,374,3,Vertex,108.0,37.0
744,351,408,3,Vertex,108.0,37.5
745,351,442,3,Vertex,108.0,38.0
746,351,476,3,Vertex,108.0,38.5
747,351,510,3,Vertex,108.0,39.0
748,351,544,3,Vertex,108.0,39.5
749,351,578,3,Vertex,108.0,40.0
750,351,612,3,Vertex,108.0,40.5
751,351,646,3,Vertex,108.0,41.0
752,378,34,3,Vertex,107.5,32.0
753,378,68,3,Vertex,107.5,32.5
754,378,102,3,Vertex,107.5,33.0
755,378,136,3,Vertex,107.5,33.5
756,378,170,3,Vertex,107.5,34.0
757,378,204,3,Vertex,107.5,34.5
758,378,238,3,Vertex,107.5,35.0
759,378,272,3,Vertex,107.5,35.5
760,378,306,3,Vertex,107.5,36.0
761,378,340,3,Vertex,107.5,36.5
762,378,374,3,Vertex,107.5,37.0
763,378,408,3,Vertex,107.5,37.5
764,378,442,3,Vertex,107.5,38.0
765,378,476,3,Vertex,107.5,38.5
766,378,510,3,Vertex,107.5,39.0
767,378,544,3,Vertex,107.5,39.5
768,378,578,3,Vertex,107.5,40.0
769,378,612,3,Vertex,107.5,40.5
770,378,646,3,Vertex,107.5,41.0
771,405,34,3,Vertex,107.0,32.0
772,405,68,3,Vertex,107.0,32.5
773,405,102,3,Vertex,107.0,33.0
774,405,136,3,Vertex,107.0,33.5
775,405,170,3,Vertex,107.0,34.0
776,405,204,3,Vertex,107.0,34.5
777,405,238,3,Vertex,107.0,35.0
778,405,272,3,Vertex,107.0,35.5
779,405,306,3,Vertex,107.0,36.0
780,405,340,3,Vertex,107.0,36.5
781,405,374,3,Vertex,107.0,37.0
782,405,408,3,Vertex,107.0,37.5
783,405,442,3,Vertex,107.0,38.0
784,405,476,3,Vertex,107.0,38.5
785,405,510,3,Vertex,107.0,39.0
786,405,544,3,Vertex,107.0,39.5
787,405,578,3,Vertex,107.0,40.0
788,405,612,3,Vertex,107.0,40.5
789,405,646,3,Vertex,107.0,41.0
790,432,34,3,Vertex,106.5,32.0
791,432,68,3,Vertex,106.5,32.5
792,432,102,3,Vertex,106.5,33.0
793,432,136,3,Vertex,106.5,33.5
794,432,170,3,Vertex,106.5,34.0
795,432,204,3,Vertex,106.5,34.5
796,432,238,3,Vertex,106.5,35.0
797,432,272,3,Vertex,106.5,35.5
798,432,306,3,Vertex,106.5,36.0
799,432,340,3,Vertex,106.5,36.5
800,432,374,3,Vertex,106.5,37.0
801,432,408,3,Vertex,106.5,37.5
802,432,442,3,Vertex,106.5,38.0
803,432,476,3,Vertex,106.5,38.5
804,432,510,3,Vertex,106.5,39.0
805,432,544,3,Vertex,106.5,39.5
806,432,578,3,Vertex,106.5,40.0
807,432,612,3,Vertex,106.5,40.5
808,432,646,3,Vertex,106.5,41.0
809,459,34,3,Vertex,106.0,32.0
810,459,68,3,Vertex,106.0,32.5
811,459,102,3,Vertex,106.0,33.0
812,459,136,3,Vertex,106.0,33.5
813,459,170,3,Vertex,106.0,34.0
814,459,204,3,Vertex,106.0,34.5
815,459,238,3,Vertex,106.0,35.0
816,459,272,3,Vertex,106.0,35.5
817,459,306,3,Vertex,106.0,36.0
818,459,340,3,Vertex,106.0,36.5
819,459,374,3,Vertex,106.0,37.0
820,459,408,3,Vertex,106.0,37.5
821,459,442,3,Vertex,106.0,38.0
822,459,476,3,Vertex,106.0,38.5
823,459,510,3,Vertex,106.0,39.0
824,459,544,3,Vertex,106.0,39.5
825,459,578,3,Vertex,106.0,40.0
826,459,612,3,Vertex,106.0,40.5
827,459,646,3,Vertex,106.0,41.0
828,486,34,3,Vertex,105.5,32.0
829,486,68,3,Vertex,105.5,32.5
830,486,102,3,Vertex,105.5,33.0
831,486,136,3,Vertex,105.5,33.5
832,486,170,3,Vertex,105.5,34.0
833,486,204,3,Vertex,105.5,34.5
834,486,238,3,Vertex,105.5,35.0
835,486,272,3,Vertex,105.5,35.5
836,486,306,3,Vertex,105.5,36.0
837,486,340,3,Vertex,105.5,36.5
838,486,374,3,Vertex,105.5,37.0
839,486,408,3,Vertex,105.5,37.5
840,486,442,3,Vertex,105.5,38.0
841,486,476,3,Vertex,105.5,38.5
842,486,510,3,Vertex,105.5,39.0
843,486,544,3,Vertex,105.5,39.5
844,486,578,3,Vertex,105.5,40.0
845,486,612,3,Vertex,105.5,40.5
846,486,646,3,Vertex,105.5,41.0
847,513,34,3,Vertex,105.0,32.0
848,513,68,3,Vertex,105.0,32.5
849,513,102,3,Vertex,105.0,33.0
850,513,136,3,Vertex,105.0,33.5
851,513,170,3,Vertex,105.0,34.0
852,513,204,3,Vertex,105.0,34.5
853,513,238,3,Vertex,105.0,35.0
854,513,272,3,Vertex,105.0,35.5
855,513,306,3,Vertex,105.0,36.0
856,513,340,3,Vertex,105.0,36.5
857,513,374,3,Vertex,105.0,37.0
858,513,408,3,Vertex,105.0,37.5
859,513,442,3,Vertex,105.0,38.0
860,513,476,3,Vertex,105.0,38.5
861,513,510,3,Vertex,105.0,39.0
862,513,544,3,Vertex,105.0,39.5
863,513,578,3,Vertex,105.0,40.0
864,513,612,3,Vertex,105.0,40.5
865,513,646,3,Vertex,105.0,41.0
866,540,34,3,Vertex,104.5,32.0
867,540,68,3,Vertex,104.5,32.5
868,540,102,3,Vertex,104.5,33.0
869,540,136,3,Vertex,104.5,33.5
870,540,170,3,Vertex,104.5,34.0
871,540,204,3,Vertex,104.5,34.5
872,540,238,3,Vertex,104.5,35.0
873,540,272,3,Vertex,104.5,35.5
874,540,306,3,Vertex,104.5,36.0
875,540,340,3,Vertex,104.5,36.5
876,540,374,3,Vertex,104.5,37.0
877,540,408,3,Vertex,104.5,37.5
878,540,442,3,Vertex,104.5,38.0
879,540,476,3,Vertex,104.5,38.5
880,540,510,3,Vertex,104.5,39.0
881,540,544,3,Vertex,104.5,39.5
882,540,578,3,Vertex,104.5,40.0
883,540,612,3,Vertex,104.5,40.5
884,540,646,3,Vertex,104.5,41.0
885,567,34,3,Vertex,104.0,32.0
886,567,68,3,Vertex,104.0,32.5
887,567,102,3,Vertex,104.0,33.0
888,567,136,3,Vertex,104.0,33.5
889,567,170,3,Vertex,104.0,34.0
890,567,204,3,Vertex,104.0,34.5
891,567,238,3,Vertex,104.0,35.0
892,567,272,3,Vertex,104.0,35.5
893,567,306,3,Vertex,104.0,36.0
894,567,340,3,Vertex,104.0,36.5
895,567,374,3,Vertex,104.0,37.0
896,567,408,3,Vertex,104.0,37.5
897,567,442,3,Vertex,104.0,38.0
898,567,476,3,Vertex,104.0,38.5
899,567,510,3,Vertex,104.0,39.0
900,567,544,3,Vertex,104.0,39.5
901,567,578,3,Vertex,104.0,40.0
902,567,612,3,Vertex,104.0,40.5
903,567,646,3,Vertex,104.0,41.0
904,594,34,3,Vertex,103.5,32.0
905,594,68,3,Vertex,103.5,32.5
906,594,102,3,Vertex,103.5,33.0
907,594,136,3,Vertex,103.5,33.5
908,594,170,3,Vertex,103.5,34.0
909,594,204,3,Vertex,103.5,34.5
910,594,238,3,Vertex,103.5,35.0
911,594,272,3,Vertex,103.5,35.5
912,594,306,3,Vertex,103.5,36.0
913,594,340,3,Vertex,103.5,36.5
914,594,374,3,Vertex,103.5,37.0
915,594,408,3,Vertex,103.5,37.5
916,594,442,3,Vertex,103.5,38.0
917,594,476,3,Vertex,103.5,38.5
918,594,510,3,Vertex,103.5,39.0
919,594,544,3,Vertex,103.5,39.5
920,594,578,3,Vertex,103.5,40.0
921,594,612,3,Vertex,103.5,40.5
922,594,646,3,Vertex,103.5,41.0
923,621,34,3,Vertex,103.0,32.0
924,621,68,3,Vertex,103.0,32.5
925,621,102,3,Vertex,103.0,33.0
926,621,136,3,Vertex,103.0,33.5
927,621,170,3,Vertex,103.0,34.0
928,621,204,3,Vertex,103.0,34.5
929,621,238,3,Vertex,103.0,35.0
930,621,272,3,Vertex,103.0,35.5
931,621,306,3,Vertex,103.0,36.0
932,621,340,3,Radar,103.0,36.5
933,621,374,3,Vertex,103.0,37.0
934,621,408,3,Vertex,103.0,37.5
935,621,442,3,Vertex,103.0,38.0
936,621,476,3,Vertex,103.0,38.5
937,621,510,3,Vertex,103.0,39.0
938,621,544,3,Vertex,103.0,39.5
939,621,578,3,Vertex,103.0,40.0
940,621,612,3,Vertex,103.0,40.5
941,621,646,3,Vertex,103.0,41.0
942,648,374,3,Vertex,102.5,37.0
943,648,408,3,Vertex,102.5,37.5
944,648,442,3,Vertex,102.5,38.0
945,648,476,3,Vertex,102.5,38.5
946,648,510,3,Vertex,102.5,39.0
947,648,544,3,Vertex,102.5,39.5
948,648,578,3,Vertex,102.5,40.0
949,648,612,3,Vertex,102.5,40.5
950,648,646,3,Vertex,102.5,41.0
951,675,374,3,Vertex,102.0,37.0
952,675,408,3,Vertex,102.0,37.5
953,675,442,3,Vertex,102.0,38.0
954,675,476,3,Vertex,102.0,38.5
955,675,510,3,Vertex,102.0,39.0
956,675,544,3,Vertex,102.0,39.5
957,675,578,3,Vertex,102.0,40.0
958,675,612,3,Vertex,102.0,40.5
959,675,646,3,Vertex,102.0,41.0
960,0,68,4,Vertex,114.5,32.5
961,0,102,4,Vertex,114.5,33.0
962,0,136,4,Vertex,114.5,33.5
963,0,170,4,Vertex,114.5,34.0
964,0,238,4,Vertex,114.5,35.0
965,0,272,4,Vertex,114.5,35.5
966,0,306,4,Vertex,114.5,36.0
967,27,68,4,Vertex,114.0,32.5
968,27,102,4,Vertex,114.0,33.0
969,27,136,4,Vertex,114.0,33.5
970,27,170,4,Vertex,114.0,34.0
971,27,204,4,Vertex,114.0,34.5
972,27,238,4,Vertex,114.0,35.0
973,27,272,4,Vertex,114.0,35.5
974,27,306,4,Vertex,114.0,36.0
975,27,340,4,Vertex,114.0,36.5
976,27,374,4,Vertex,114.0,37.0
977,27,408,4,Vertex,114.0,37.5
978,27,442,4,Vertex,114.0,38.0
979,27,476,4,Vertex,114.0,38.5
980,27,510,4,Vertex,114.0,39.0
981,27,544,4,Vertex,114.0,39.5
982,27,578,4,Vertex,114.0,40.0
983,27,612,4,Vertex,114.0,40.5
984,27,646,4,Vertex,114.0,41.0
985,27,680,4,Vertex,114.0,41.5
986,27,714,4,Vertex,114.0,42.0
987,54,68,4,Vertex,113.5,32.5
988,54,102,4,Vertex,113.5,33.0
989,54,136,4,Vertex,113.5,33.5
990,54,170,4,Vertex,113.5,34.0
991,54,204,4,Vertex,113.5,34.5
992,54,238,4,Vertex,113.5,35.0
993,54,272,4,Vertex,113.5,35.5
994,54,306,4,Vertex,113.5,36.0
995,54,340,4,Vertex,113.5,36.5
996,54,374,4,Vertex,113.5,37.0
997,54,408,4,Vertex,113.5,37.5
998,54,442,4,Vertex,113.5,38.0
999,54,476,4,Vertex,113.5,38.5
1000,54,510,4,Vertex,113.5,39.0
1001,54,544,4,Vertex,113.5,39.5
1002,54,578,4,Vertex,113.5,40.0
1003,54,612,4,Vertex,113.5,40.5
1004,54,646,4,Vertex,113.5,41.0
1005,54,680,4,Vertex,113.5,41.5
1006,54,714,4,Vertex,113.5,42.0
1007,81,34,4,Vertex,113.0,32.0
1008,81,68,4,Vertex,113.0,32.5
1009,81,102,4,Vertex,113.0,33.0
1010,81,136,4,Vertex,113.0,33.5
1011,81,170,4,Vertex,113.0,34.0
1012,81,204,4,Vertex,113.0,34.5
1013,81,238,4,Vertex,113.0,35.0
1014,81,272,4,Vertex,113.0,35.5
1015,81,306,4,Vertex,113.0,36.0
1016,81,340,4,Vertex,113.0,36.5
1017,81,374,4,Vertex,113.0,37.0
1018,81,408,4,Vertex,113.0,37.5
1019,81,442,4,Vertex,113.0,38.0
1020,81,476,4,Vertex,113.0,38.5
1021,81,510,4,Vertex,113.0,39.0
1022,81,544,4,Vertex,113.0,39.5
1023,81,578,4,Vertex,113.0,40.0
1024,81,612,4,Vertex,113.0,40.5
1025,81,646,4,Vertex,113.0,41.0
1026,81,680,4,Vertex,113.0,41.5
1027,81,714,4,Vertex,113.0,42.0
1028,108,34,4,Vertex,112.5,32.0
1029,108,68,4,Vertex,112.5,32.5
1030,108,102,4,Vertex,112.5,33.0
1031,108,136,4,Vertex,112.5,33.5
1032,108,170,4,Vertex,112.5,34.0
1033,108,204,4,Vertex,112.5,34.5
1034,108,238,4,Vertex,112.5,35.0
1035,108,272,4,Vertex,112.5,35.5
1036,108,306,4,Vertex,112.5,36.0
1037,108,340,4,Vertex,112.5,36.5
1038,108,374,4,Vertex,112.5,37.0
1039,108,408,4,Vertex,112.5,37.5
1040,108,442,4,Vertex,112.5,38.0
1041,108,476,4,Vertex,112.5,38.5
1042,108,510,4,Vertex,112.5,39.0
1043,108,544,4,Vertex,112.5,39.5
1044,108,578,4,Vertex,112.5,40.0
1045,108,612,4,Vertex,112.5,40.5
1046,108,646,4,Vertex,112.5,41.0
1047,108,680,4,Vertex,112.5,41.5
1048,108,714,4,Vertex,112.5,42.0
1049,135,34,4,Vertex,112.0,32.0
1050,135,68,4,Vertex,112.0,32.5
1051,135,102,4,Vertex,112.0,33.0
1052,135,136,4,Vertex,112.0,33.5
1053,135,170,4,Vertex,112.0,34.0
1054,135,204,4,Vertex,112.0,34.5
1055,135,238,4,Vertex,112.0,35.0
1056,135,272,4,Vertex,112.0,35.5
1057,135,306,4,Vertex,112.0,36.0
1058,135,340,4,Vertex,112.0,36.5
1059,135,374,4,Vertex,112.0,37.0
1060,135,408,4,Vertex,112.0,37.5
1061,135,442,4,Vertex,112.0,38.0
1062,135,476,4,Vertex,112.0,38.5
1063,135,510,4,Vertex,112.0,39.0
1064,135,544,4,Vertex,112.0,39.5
1065,135,578,4,Vertex,112.0,40.0
1066,135,612,4,Vertex,112.0,40.5
1067,135,646,4,Vertex,112.0,41.0
1068,135,680,4,Vertex,112.0,41.5
1069,135,714,4,Vertex,112.0,42.0
1070,162,34,4,Vertex,111.5,32.0
1071,162,68,4,Vertex,111.5,32.5
1072,162,102,4,Vertex,111.5,33.0
1073,162,136,4,Vertex,111.5,33.5
1074,162,170,4,Vertex,111.5,34.0
1075,162,204,4,Radar,111.5,34.5
1076,162,238,4,Vertex,111.5,35.0
1077,162,272,4,Vertex,111.5,35.5
1078,162,306,4,Vertex,111.5,36.0
1079,162,340,4,Vertex,111.5,36.5
1080,162,374,4,Vertex,111.5,37.0
1081,162,408,4,Vertex,111.5,37.5
1082,162,442,4,Vertex,111.5,38.0
1083,162,476,4,Vertex,111.5,38.5
1084,162,510,4,Vertex,111.5,39.0
1085,162,544,4,Vertex,111.5,39.5
1086,162,578,4,Radar,111.5,40.0
1087,162,612,4,Vertex,111.5,40.5
1088,162,646,4,Vertex,111.5,41.0
1089,162,680,4,Vertex,111.5,41.5
1090,162,714,4,Vertex,111.5,42.0
1091,189,0,4,Vertex,111.0,31.3
1092,189,34,4,Vertex,111.0,32.0
1093,189,68,4,Vertex,111.0,32.5
1094,189,102,4,Vertex,111.0,33.0
1095,189,136,4,Vertex,111.0,33.5
1096,189,170,4,Vertex,111.0,34.0
1097,189,204,4,Vertex,111.0,34.5
1098,189,238,4,Vertex,111.0,35.0
1099,189,272,4,Vertex,111.0,35.5
1100,189,306,4,Vertex,111.0,36.0
1101,189,340,4,Vertex,111.0,36.5
1102,189,374,4,Vertex,111.0,37.0
1103,189,408,4,Vertex,111.0,37.5
1104,189,442,4,Vertex,111.0,38.0
1105,189,476,4,Vertex,111.0,38.5
1106,189,510,4,Vertex,111.0,39.0
1107,189,544,4,Vertex,111.0,39.5
1108,189,578,4,Vertex,111.0,40.0
1109,189,612,4,Vertex,111.0,40.5
1110,189,646,4,Vertex,111.0,41.0
1111,189,680,4,Vertex,111.0,41.5
1112,189,714,4,Vertex,111.0,42.0
1113,216,0,4,Vertex,110.5,31.3
1114,216,34,4,Vertex,110.5,32.0
1115,216,68,4,Vertex,110.5,32.5
1116,216,102,4,Vertex,110.5,33.0
1117,216,136,4,Vertex,110.5,33.5
1118,216,170,4,Vertex,110.5,34.0
1119,216,204,4,Vertex,110.5,34.5
1120,216,238,4,Vertex,110.5,35.0
1121,216,272,4,Vertex,110.5,35.5
1122,216,306,4,Vertex,110.5,36.0
1123,216,340,4,Vertex,110.5,36.5
1124,216,374,4,Vertex,110.5,37.0
1125,216,408,4,Vertex,110.5,37.5
1126,216,442,4,Vertex,110.5,38.0
1127,216,476,4,Vertex,110.5,38.5
1128,216,510,4,Vertex,110.5,39.0
1129,216,544,4,Vertex,110.5,39.5
1130,216,578,4,Vertex,110.5,40.0
1131,216,612,4,Vertex,110.5,40.5
1132,216,646,4,Vertex,110.5,41.0
1133,243,0,4,Vertex,110.0,31.3
1134,243,34,4,Vertex,110.0,32.0
1135,243,68,4,Vertex,110.0,32.5
1136,243,102,4,Vertex,110.0,33.0
1137,243,136,4,Vertex,110.0,33.5
1138,243,170,4,Vertex,110.0,34.0
1139,243,204,4,Vertex,110.0,34.5
1140,243,238,4,Vertex,110.0,35.0
1141,243,272,4,Vertex,110.0,35.5
1142,243,306,4,Vertex,110.0,36.0
1143,243,340,4,Vertex,110.0,36.5
1144,243,374,4,Vertex,110.0,37.0
1145,243,408,4,Vertex,110.0,37.5
1146,243,442,4,Vertex,110.0,38.0
1147,243,476,4,Vertex,110.0,38.5
1148,243,510,4,Vertex,110.0,39.0
1149,243,544,4,Vertex,110.0,39.5
1150,243,578,4,Vertex,110.0,40.0
1151,243,612,4,Vertex,110.0,40.5
1152,243,646,4,Vertex,110.0,41.0
1153,270,0,4,Vertex,109.5,31.3
1154,270,34,4,Vertex,109.5,32.0
1155,270,68,4,Vertex,109.5,32.5
1156,270,102,4,Vertex,109.5,33.0
1157,270,136,4,Vertex,109.5,33.5
1158,270,170,4,Vertex,109.5,34.0
1159,270,204,4,Vertex,109.5,34.5
1160,270,238,4,Vertex,109.5,35.0
1161,270,272,4,Vertex,109.5,35.5
1162,270,306,4,Vertex,109.5,36.0
1163,270,340,4,Vertex,109.5,36.5
1164,270,374,4,Vertex,109.5,37.0
1165,270,408,4,Vertex,109.5,37.5
1166,270,442,4,Vertex,109.5,38.0
1167,270,476,4,Vertex,109.5,38.5
1168,270,510,4,Vertex,109.5,39.0
1169,270,544,4,Vertex,109.5,39.5
1170,270,578,4,Vertex,109.5,40.0
1171,270,612,4,Vertex,109.5,40.5
1172,270,646,4,Vertex,109.5,41.0
1173,297,0,4,Vertex,109.0,31.3
1174,297,34,4,Vertex,109.0,32.0
1175,297,68,4,Vertex,109.0,32.5
1176,297,102,4,Vertex,109.0,33.0
1177,297,136,4,Vertex,109.0,33.5
1178,297,170,4,Vertex,109.0,34.0
1179,297,204,4,Vertex,109.0,34.5
1180,297,238,4,Vertex,109.0,35.0
1181,297,272,4,Vertex,109.0,35.5
1182,297,306,4,Vertex,109.0,36.0
1183,297,340,4,Vertex,109.0,36.5
1184,297,374,4,Vertex,109.0,37.0
1185,297,408,4,Vertex,109.0,37.5
1186,297,442,4,Vertex,109.0,38.0
1187,297,476,4,Vertex,109.0,38.5
1188,297,510,4,Vertex,109.0,39.0
1189,297,544,4,Vertex,109.0,39.5
1190,297,578,4,Vertex,109.0,40.0
1191,297,612,4,Vertex,109.0,40.5
1192,297,646,4,Vertex,109.0,41.0
1193,324,0,4,Vertex,108.5,31.3
1194,324,34,4,Vertex,108.5,32.0
1195,324,68,4,Vertex,108.5,32.5
1196,324,102,4,Vertex,108.5,33.0
1197,324,136,4,Vertex,108.5,33.5
1198,324,170,4,Vertex,108.5,34.0
1199,324,204,4,Vertex,108.5,34.5
1200,324,238,4,Vertex,108.5,35.0
1201,324,272,4,Vertex,108.5,35.5
1202,324,306,4,Vertex,108.5,36.0
1203,324,340,4,Vertex,108.5,36.5
1204,324,374,4,Vertex,108.5,37.0
1205,324,408,4,Vertex,108.5,37.5
1206,324,442,4,Vertex,108.5,38.0
1207,324,476,4,Vertex,108.5,38.5
1208,324,510,4,Vertex,108.5,39.0
1209,324,544,4,Vertex,108.5,39.5
1210,324,578,4,Vertex,108.5,40.0
1211,324,612,4,Vertex,108.5,40.5
1212,324,646,4,Vertex,108.5,41.0
1213,351,34,4,Vertex,108.0,32.0
1214,351,68,4,Vertex,108.0,32.5
1215,351,102,4,Vertex,108.0,33.0
1216,351,136,4,Vertex,108.0,33.5
1217,351,170,4,Vertex,108.0,34.0
1218,351,204,4,Vertex,108.0,34.5
1219,351,238,4,Vertex,108.0,35.0
1220,351,272,4,Vertex,108.0,35.5
1221,351,306,4,Vertex,108.0,36.0
1222,351,340,4,Vertex,108.0,36.5
1223,351,374,4,Vertex,108.0,37.0
1224,351,408,4,Vertex,108.0,37.5
1225,351,442,4,Vertex,108.0,38.0
1226,351,476,4,Vertex,108.0,38.5
1227,351,510,4,Vertex,108.0,39.0
1228,351,544,4,Vertex,108.0,39.5
1229,351,578,4,Vertex,108.0,40.0
1230,351,612,4,Vertex,108.0,40.5
1231,351,646,4,Vertex,108.0,41.0
1232,378,34,4,Vertex,107.5,32.0
1233,378,68,4,Vertex,107.5,32.5
1234,378,102,4,Vertex,107.5,33.0
1235,378,136,4,Vertex,107.5,33.5
1236,378,170,4,Vertex,107.5,34.0
1237,378,204,4,Vertex,107.5,34.5
1238,378,238,4,Vertex,107.5,35.0
1239,378,272,4,Vertex,107.5,35.5
1240,378,306,4,Vertex,107.5,36.0
1241,378,340,4,Vertex,107.5,36.5
1242,378,374,4,Vertex,107.5,37.0
1243,378,408,4,Vertex,107.5,37.5
1244,378,442,4,Vertex,107.5,38.0
1245,378,476,4,Vertex,107.5,38.5
1246,378,510,4,Vertex,107.5,39.0
1247,378,544,4,Vertex,107.5,39.5
1248,378,578,4,Vertex,107.5,40.0
1249,378,612,4,Vertex,107.5,40.5
1250,378,646,4,Vertex,107.5,41.0
1251,405,34,4,Vertex,107.0,32.0
1252,405,68,4,Vertex,107.0,32.5
1253,405,102,4,Vertex,107.0,33.0
1254,405,136,4,Vertex,107.0,33.5
1255,405,170,4,Vertex,107.0,34.0
1256,405,204,4,Vertex,107.0,34.5
1257,405,238,4,Vertex,107.0,35.0
1258,405,272,4,Vertex,107.0,35.5
1259,405,306,4,Vertex,107.0,36.0
1260,405,340,4,Vertex,107.0,36.5
1261,405,374,4,Vertex,107.0,37.0
1262,405,408,4,Vertex,107.0,37.5
1263,405,442,4,Vertex,107.0,38.0
1264,405,476,4,Vertex,107.0,38.5
1265,405,510,4,Vertex,107.0,39.0
1266,405,544,4,Vertex,107.0,39.5
1267,405,578,4,Vertex,107.0,40.0
1268,405,612,4,Vertex,107.0,40.5
1269,405,646,4,Vertex,107.0,41.0
1270,432,34,4,Vertex,106.5,32.0
1271,432,68,4,Vertex,106.5,32.5
1272,432,102,4,Vertex,106.5,33.0
1273,432,136,4,Vertex,106.5,33.5
1274,432,170,4,Radar,106.5,34.0
1275,432,204,4,Vertex,106.5,34.5
1276,432,238,4,Vertex,106.5,35.0
1277,432,272,4,Vertex,106.5,35.5
1278,432,306,4,Vertex,106.5,36.0
1279,432,340,4,Vertex,106.5,36.5
1280,432,374,4,Vertex,106.5,37.0
1281,432,408,4,Vertex,106.5,37.5
1282,432,442,4,Vertex,106.5,38.0
1283,432,476,4,Vertex,106.5,38.5
1284,432,510,4,Vertex,106.5,39.0
1285,432,544,4,Vertex,106.5,39.5
1286,432,578,4,Vertex,106.5,40.0
1287,432,612,4,Vertex,106.5,40.5
1288,432,646,4,Vertex,106.5,41.0
1289,459,34,4,Vertex,106.0,32.0
1290,459,68,4,Vertex,106.0,32.5
1291,459,102,4,Vertex,106.0,33.0
1292,459,136,4,Vertex,106.0,33.5
1293,459,170,4,Vertex,106.0,34.0
1294,459,204,4,Vertex,106.0,34.5
1295,459,238,4,Vertex,106.0,35.0
1296,459,272,4,Vertex,106.0,35.5
1297,459,306,4,Vertex,106.0,36.0
1298,459,340,4,Vertex,106.0,36.5
1299,459,374,4,Vertex,106.0,37.0
1300,459,408,4,Vertex,106.0,37.5
1301,459,442,4,Vertex,106.0,38.0
1302,459,476,4,Vertex,106.0,38.5
1303,459,510,4,Vertex,106.0,39.0
1304,459,544,4,Vertex,106.0,39.5
1305,459,578,4,Vertex,106.0,40.0
1306,459,612,4,Vertex,106.0,40.5
1307,459,646,4,Vertex,106.0,41.0
1308,486,34,4,Vertex,105.5,32.0
1309,486,68,4,Vertex,105.5,32.5
