,X,Y,DC,# of Radars,Longitude,Latitude
1252,135,476,129.0,12.0,112.0,38.5
1253,135,646,129.0,12.0,112.0,41.0
1254,351,272,129.0,12.0,108.0,35.5
1255,108,136,129.0,12.0,112.5,33.5
1256,297,68,129.0,12.0,109.0,32.5
1257,351,442,129.0,12.0,108.0,38.0
1258,108,306,129.0,12.0,112.5,36.0
1259,621,646,129.0,12.0,103.0,41.0
1260,594,306,128.0,12.0,103.5,36.0
1261,378,612,128.0,12.0,107.5,40.5
1262,540,102,128.0,12.0,104.5,33.0
1263,594,476,128.0,12.0,103.5,38.5
1264,135,476,128.0,12.0,112.0,38.5
1265,135,646,128.0,12.0,112.0,41.0
1266,351,272,128.0,12.0,108.0,35.5
1267,108,136,128.0,12.0,112.5,33.5
1268,297,68,128.0,12.0,109.0,32.5
1269,351,442,128.0,12.0,108.0,38.0
1270,108,306,128.0,12.0,112.5,36.0
1271,621,646,128.0,12.0,103.0,41.0
1272,81,238,127.0,13.0,113.0,35.0
1273,270,306,127.0,13.0,109.5,36.0
1274,81,442,127.0,13.0,113.0,38.0
1275,270,544,127.0,13.0,109.5,39.5
1276,567,136,127.0,13.0,104.0,33.5
1277,432,136,127.0,13.0,106.5,33.5
1278,621,544,127.0,13.0,103.0,39.5
1279,54,136,127.0,13.0,113.5,33.5
1280,243,68,127.0,13.0,110.0,32.5
1281,567,374,127.0,13.0,104.0,37.0
1282,432,374,127.0,13.0,106.5,37.0
1283,108,646,127.0,13.0,112.5,41.0
1284,432,612,127.0,13.0,106.5,40.5
1285,81,238,126.0,13.0,113.0,35.0
1286,270,306,126.0,13.0,109.5,36.0
1287,81,442,126.0,13.0,113.0,38.0
1288,270,544,126.0,13.0,109.5,39.5
1289,567,136,126.0,13.0,104.0,33.5
1290,432,136,126.0,13.0,106.5,33.5
1291,621,544,126.0,13.0,103.0,39.5
1292,54,136,126.0,13.0,113.5,33.5
1293,243,68,126.0,13.0,110.0,32.5
1294,567,374,126.0,13.0,104.0,37.0
1295,432,374,126.0,13.0,106.5,37.0
1296,108,646,126.0,13.0,112.5,41.0
1297,432,612,126.0,13.0,106.5,40.5
1298,81,238,125.0,13.0,113.0,35.0
1299,270,306,125.0,13.0,109.5,36.0
1300,81,442,125.0,13.0,113.0,38.0
1301,270,544,125.0,13.0,109.5,39.5
1302,567,136,125.0,13.0,104.0,33.5
1303,432,136,125.0,13.0,106.5,33.5
1304,621,544,125.0,13.0,103.0,39.5
1305,54,136,125.0,13.0,113.5,33.5
1306,243,68,125.0,13.0,110.0,32.5
1307,567,374,125.0,13.0,104.0,37.0
1308,432,374,125.0,13.0,106.5,37.0
1309,108,646,125.0,13.0,112.5,41.0
1310,432,612,125.0,13.0,106.5,40.5
1311,81,238,124.0,13.0,113.0,35.0
1312,270,306,124.0,13.0,109.5,36.0
1313,81,442,124.0,13.0,113.0,38.0
1314,270,544,124.0,13.0,109.5,39.5
1315,567,136,124.0,13.0,104.0,33.5
1316,432,136,124.0,13.0,106.5,33.5
1317,621,544,124.0,13.0,103.0,39.5
1318,54,136,124.0,13.0,113.5,33.5
1319,243,68,124.0,13.0,110.0,32.5
1320,567,374,124.0,13.0,104.0,37.0
1321,432,374,124.0,13.0,106.5,37.0
1322,108,646,124.0,13.0,112.5,41.0
1323,432,612,124.0,13.0,106.5,40.5
1324,81,238,123.0,13.0,113.0,35.0
1325,270,306,123.0,13.0,109.5,36.0
1326,81,442,123.0,13.0,113.0,38.0
1327,270,544,123.0,13.0,109.5,39.5
1328,567,136,123.0,13.0,104.0,33.5
1329,432,136,123.0,13.0,106.5,33.5
1330,621,544,123.0,13.0,103.0,39.5
1331,54,136,123.0,13.0,113.5,33.5
1332,243,68,123.0,13.0,110.0,32.5
1333,567,374,123.0,13.0,104.0,37.0
1334,432,374,123.0,13.0,106.5,37.0
1335,108,646,123.0,13.0,112.5,41.0
1336,432,612,123.0,13.0,106.5,40.5
1337,81,238,122.0,13.0,113.0,35.0
1338,270,306,122.0,13.0,109.5,36.0
1339,81,442,122.0,13.0,113.0,38.0
1340,270,544,122.0,13.0,109.5,39.5
1341,567,136,122.0,13.0,104.0,33.5
1342,432,136,122.0,13.0,106.5,33.5
1343,621,544,122.0,13.0,103.0,39.5
1344,54,136,122.0,13.0,113.5,33.5
1345,243,68,122.0,13.0,110.0,32.5
1346,567,374,122.0,13.0,104.0,37.0
1347,432,374,122.0,13.0,106.5,37.0
1348,108,646,122.0,13.0,112.5,41.0
1349,432,612,122.0,13.0,106.5,40.5
1350,81,238,121.0,13.0,113.0,35.0
1351,270,306,121.0,13.0,109.5,36.0
1352,81,442,121.0,13.0,113.0,38.0
1353,270,544,121.0,13.0,109.5,39.5
1354,567,136,121.0,13.0,104.0,33.5
1355,432,136,121.0,13.0,106.5,33.5
1356,621,544,121.0,13.0,103.0,39.5
1357,54,136,121.0,13.0,113.5,33.5
1358,243,68,121.0,13.0,110.0,32.5
1359,567,374,121.0,13.0,104.0,37.0
1360,432,374,121.0,13.0,106.5,37.0
1361,108,646,121.0,13.0,112.5,41.0
1362,432,612,121.0,13.0,106.5,40.5
1363,81,238,120.0,13.0,113.0,35.0
1364,270,306,120.0,13.0,109.5,36.0
1365,81,442,120.0,13.0,113.0,38.0
1366,270,544,120.0,13.0,109.5,39.5
1367,567,136,120.0,13.0,104.0,33.5
1368,432,136,120.0,13.0,106.5,33.5
1369,621,544,120.0,13.0,103.0,39.5
1370,54,136,120.0,13.0,113.5,33.5
1371,243,68,120.0,13.0,110.0,32.5
1372,567,374,120.0,13.0,104.0,37.0
1373,432,374,120.0,13.0,106.5,37.0
1374,108,646,120.0,13.0,112.5,41.0
1375,432,612,120.0,13.0,106.5,40.5
1376,81,238,119.0,13.0,113.0,35.0
1377,270,306,119.0,13.0,109.5,36.0
1378,81,442,119.0,13.0,113.0,38.0
1379,270,544,119.0,13.0,109.5,39.5
1380,567,136,119.0,13.0,104.0,33.5
1381,432,136,119.0,13.0,106.5,33.5
1382,621,544,119.0,13.0,103.0,39.5
1383,54,136,119.0,13.0,113.5,33.5
1384,243,68,119.0,13.0,110.0,32.5
1385,567,374,119.0,13.0,104.0,37.0
1386,432,374,119.0,13.0,106.5,37.0
1387,108,646,119.0,13.0,112.5,41.0
1388,432,612,119.0,13.0,106.5,40.5
1389,81,238,118.0,13.0,113.0,35.0
1390,270,306,118.0,13.0,109.5,36.0
1391,81,442,118.0,13.0,113.0,38.0
1392,270,544,118.0,13.0,109.5,39.5
1393,567,136,118.0,13.0,104.0,33.5
1394,432,136,118.0,13.0,106.5,33.5
1395,621,544,118.0,13.0,103.0,39.5
1396,54,136,118.0,13.0,113.5,33.5
1397,243,68,118.0,13.0,110.0,32.5
1398,567,374,118.0,13.0,104.0,37.0
1399,432,374,118.0,13.0,106.5,37.0
1400,108,646,118.0,13.0,112.5,41.0
1401,432,612,118.0,13.0,106.5,40.5
1402,81,238,117.0,13.0,113.0,35.0
1403,270,306,117.0,13.0,109.5,36.0
1404,81,442,117.0,13.0,113.0,38.0
1405,270,544,117.0,13.0,109.5,39.5
1406,567,136,117.0,13.0,104.0,33.5
1407,432,136,117.0,13.0,106.5,33.5
1408,621,544,117.0,13.0,103.0,39.5
1409,54,136,117.0,13.0,113.5,33.5
1410,243,68,117.0,13.0,110.0,32.5
1411,567,374,117.0,13.0,104.0,37.0
1412,432,374,117.0,13.0,106.5,37.0
1413,108,646,117.0,13.0,112.5,41.0
1414,432,612,117.0,13.0,106.5,40.5
1415,81,238,116.0,13.0,113.0,35.0
1416,270,306,116.0,13.0,109.5,36.0
1417,81,442,116.0,13.0,113.0,38.0
1418,270,544,116.0,13.0,109.5,39.5
1419,567,136,116.0,13.0,104.0,33.5
1420,432,136,116.0,13.0,106.5,33.5
1421,621,544,116.0,13.0,103.0,39.5
1422,54,136,116.0,13.0,113.5,33.5
1423,243,68,116.0,13.0,110.0,32.5
1424,567,374,116.0,13.0,104.0,37.0
1425,432,374,116.0,13.0,106.5,37.0
1426,108,646,116.0,13.0,112.5,41.0
1427,432,612,116.0,13.0,106.5,40.5
1428,189,442,115.0,14.0,111.0,38.0
1429,81,136,115.0,14.0,113.0,33.5
1430,540,102,115.0,14.0,104.5,33.0
1431,405,136,115.0,14.0,107.0,33.5
1432,540,272,115.0,14.0,104.5,35.5
1433,324,612,115.0,14.0,108.5,40.5
1434,108,272,115.0,14.0,112.5,35.5
1435,297,272,115.0,14.0,109.0,35.5
1436,243,68,115.0,14.0,110.0,32.5
1437,648,442,115.0,14.0,102.5,38.0
1438,432,442,115.0,14.0,106.5,38.0
1439,108,646,115.0,14.0,112.5,41.0
1440,567,612,115.0,14.0,104.0,40.5
1441,54,476,115.0,14.0,113.5,38.5
1442,189,442,114.0,14.0,111.0,38.0
1443,81,136,114.0,14.0,113.0,33.5
1444,540,102,114.0,14.0,104.5,33.0
1445,405,136,114.0,14.0,107.0,33.5
1446,540,272,114.0,14.0,104.5,35.5
1447,324,612,114.0,14.0,108.5,40.5
1448,108,272,114.0,14.0,112.5,35.5
1449,297,272,114.0,14.0,109.0,35.5
1450,243,68,114.0,14.0,110.0,32.5
1451,648,442,114.0,14.0,102.5,38.0
1452,432,442,114.0,14.0,106.5,38.0
1453,108,646,114.0,14.0,112.5,41.0
1454,567,612,114.0,14.0,104.0,40.5
1455,54,476,114.0,14.0,113.5,38.5
1456,81,136,113.0,15.0,113.0,33.5
1457,540,102,113.0,15.0,104.5,33.0
1458,594,442,113.0,15.0,103.5,38.0
1459,81,306,113.0,15.0,113.0,36.0
1460,540,238,113.0,15.0,104.5,35.0
1461,594,578,113.0,15.0,103.5,40.0
1462,81,476,113.0,15.0,113.0,38.5
1463,216,102,113.0,15.0,110.5,33.0
1464,351,68,113.0,15.0,108.0,32.5
1465,405,408,113.0,15.0,107.0,37.5
1466,270,544,113.0,15.0,109.5,39.5
1467,351,204,113.0,15.0,108.0,34.5
1468,216,340,113.0,15.0,110.5,36.5
1469,405,578,113.0,15.0,107.0,40.0
1470,108,646,113.0,15.0,112.5,41.0
1471,81,136,112.0,15.0,113.0,33.5
1472,540,102,112.0,15.0,104.5,33.0
1473,594,442,112.0,15.0,103.5,38.0
1474,81,306,112.0,15.0,113.0,36.0
1475,540,238,112.0,15.0,104.5,35.0
1476,594,578,112.0,15.0,103.5,40.0
1477,81,476,112.0,15.0,113.0,38.5
1478,216,102,112.0,15.0,110.5,33.0
1479,351,68,112.0,15.0,108.0,32.5
1480,405,408,112.0,15.0,107.0,37.5
1481,270,544,112.0,15.0,109.5,39.5
1482,351,204,112.0,15.0,108.0,34.5
1483,216,340,112.0,15.0,110.5,36.5
1484,405,578,112.0,15.0,107.0,40.0
1485,108,646,112.0,15.0,112.5,41.0
1486,81,136,111.0,15.0,113.0,33.5
1487,540,102,111.0,15.0,104.5,33.0
1488,594,442,111.0,15.0,103.5,38.0
1489,81,306,111.0,15.0,113.0,36.0
1490,540,238,111.0,15.0,104.5,35.0
1491,594,578,111.0,15.0,103.5,40.0
1492,81,476,111.0,15.0,113.0,38.5
1493,216,102,111.0,15.0,110.5,33.0
1494,351,68,111.0,15.0,108.0,32.5
1495,405,408,111.0,15.0,107.0,37.5
1496,270,544,111.0,15.0,109.5,39.5
1497,351,204,111.0,15.0,108.0,34.5
1498,216,340,111.0,15.0,110.5,36.5
1499,405,578,111.0,15.0,107.0,40.0
1500,108,646,111.0,15.0,112.5,41.0
1501,81,136,110.0,15.0,113.0,33.5
1502,540,102,110.0,15.0,104.5,33.0
1503,594,442,110.0,15.0,103.5,38.0
1504,81,306,110.0,15.0,113.0,36.0
1505,540,238,110.0,15.0,104.5,35.0
1506,594,578,110.0,15.0,103.5,40.0
1507,81,476,110.0,15.0,113.0,38.5
1508,216,102,110.0,15.0,110.5,33.0
1509,351,68,110.0,15.0,108.0,32.5
1510,405,408,110.0,15.0,107.0,37.5
1511,270,544,110.0,15.0,109.5,39.5
1512,351,204,110.0,15.0,108.0,34.5
1513,216,340,110.0,15.0,110.5,36.5
1514,405,578,110.0,15.0,107.0,40.0
1515,108,646,110.0,15.0,112.5,41.0
1516,81,136,109.0,15.0,113.0,33.5
1517,540,102,109.0,15.0,104.5,33.0
1518,594,442,109.0,15.0,103.5,38.0
1519,81,306,109.0,15.0,113.0,36.0
1520,540,238,109.0,15.0,104.5,35.0
1521,594,578,109.0,15.0,103.5,40.0
1522,81,476,109.0,15.0,113.0,38.5
1523,216,102,109.0,15.0,110.5,33.0
1524,351,68,109.0,15.0,108.0,32.5
1525,405,408,109.0,15.0,107.0,37.5
1526,270,544,109.0,15.0,109.5,39.5
1527,351,204,109.0,15.0,108.0,34.5
1528,216,340,109.0,15.0,110.5,36.5
1529,405,578,109.0,15.0,107.0,40.0
1530,108,646,109.0,15.0,112.5,41.0
1531,81,136,108.0,15.0,113.0,33.5
1532,540,102,108.0,15.0,104.5,33.0
1533,594,442,108.0,15.0,103.5,38.0
1534,81,306,108.0,15.0,113.0,36.0
1535,540,238,108.0,15.0,104.5,35.0
1536,594,578,108.0,15.0,103.5,40.0
1537,81,476,108.0,15.0,113.0,38.5
1538,216,102,108.0,15.0,110.5,33.0
1539,351,68,108.0,15.0,108.0,32.5
1540,405,408,108.0,15.0,107.0,37.5
1541,270,544,108.0,15.0,109.5,39.5
1542,351,204,108.0,15.0,108.0,34.5
1543,216,340,108.0,15.0,110.5,36.5
1544,405,578,108.0,15.0,107.0,40.0
1545,108,646,108.0,15.0,112.5,41.0
1546,594,306,107.0,16.0,103.5,36.0
1547,81,136,107.0,16.0,113.0,33.5
1548,540,102,107.0,16.0,104.5,33.0
1549,81,306,107.0,16.0,113.0,36.0
1550,270,306,107.0,16.0,109.5,36.0
1551,405,272,107.0,16.0,107.0,35.5
1552,216,102,107.0,16.0,110.5,33.0
1553,351,68,107.0,16.0,108.0,32.5
1554,486,476,107.0,16.0,105.5,38.5
1555,486,646,107.0,16.0,105.5,41.0
1556,108,476,107.0,16.0,112.5,38.5
1557,297,476,107.0,16.0,109.0,38.5
1558,108,646,107.0,16.0,112.5,41.0
1559,297,646,107.0,16.0,109.0,41.0
1560,675,510,107.0,16.0,102.0,39.0
1561,675,646,107.0,16.0,102.0,41.0
1562,594,306,106.0,16.0,103.5,36.0
1563,81,136,106.0,16.0,113.0,33.5
1564,540,102,106.0,16.0,104.5,33.0
1565,81,306,106.0,16.0,113.0,36.0
1566,270,306,106.0,16.0,109.5,36.0
1567,405,272,106.0,16.0,107.0,35.5
1568,216,102,106.0,16.0,110.5,33.0
1569,351,68,106.0,16.0,108.0,32.5
1570,486,476,106.0,16.0,105.5,38.5
1571,486,646,106.0,16.0,105.5,41.0
1572,108,476,106.0,16.0,112.5,38.5
1573,297,476,106.0,16.0,109.0,38.5
1574,108,646,106.0,16.0,112.5,41.0
1575,297,646,106.0,16.0,109.0,41.0
1576,675,510,106.0,16.0,102.0,39.0
1577,675,646,106.0,16.0,102.0,41.0
1578,378,578,105.0,20.0,107.5,40.0
1579,459,408,105.0,20.0,106.0,37.5
1580,81,272,105.0,20.0,113.0,35.5
1581,216,34,105.0,20.0,110.5,32.0
1582,270,340,105.0,20.0,109.5,36.5
1583,81,544,105.0,20.0,113.0,39.5
1584,270,442,105.0,20.0,109.5,38.0
1585,351,68,105.0,20.0,108.0,32.5
1586,486,102,105.0,20.0,105.5,33.0
1587,216,204,105.0,20.0,110.5,34.5
1588,621,442,105.0,20.0,103.0,38.0
1589,54,102,105.0,20.0,113.5,33.0
1590,567,272,105.0,20.0,104.0,35.5
1591,621,612,105.0,20.0,103.0,40.5
1592,108,408,105.0,20.0,112.5,37.5
1593,378,238,105.0,20.0,107.5,35.0
1594,108,680,105.0,20.0,112.5,41.5
1595,594,102,105.0,20.0,103.5,33.0
1596,243,578,105.0,20.0,110.0,40.0
1597,513,578,105.0,20.0,105.0,40.0
1598,378,578,104.0,20.0,107.5,40.0
1599,459,408,104.0,20.0,106.0,37.5
1600,81,272,104.0,20.0,113.0,35.5
1601,216,34,104.0,20.0,110.5,32.0
1602,270,340,104.0,20.0,109.5,36.5
1603,81,544,104.0,20.0,113.0,39.5
1604,270,442,104.0,20.0,109.5,38.0
1605,351,68,104.0,20.0,108.0,32.5
1606,486,102,104.0,20.0,105.5,33.0
1607,216,204,104.0,20.0,110.5,34.5
1608,621,442,104.0,20.0,103.0,38.0
1609,54,102,104.0,20.0,113.5,33.0
1610,567,272,104.0,20.0,104.0,35.5
1611,621,612,104.0,20.0,103.0,40.5
1612,108,408,104.0,20.0,112.5,37.5
1613,378,238,104.0,20.0,107.5,35.0
1614,108,680,104.0,20.0,112.5,41.5
1615,594,102,104.0,20.0,103.5,33.0
1616,243,578,104.0,20.0,110.0,40.0
1617,513,578,104.0,20.0,105.0,40.0
1618,378,578,103.0,20.0,107.5,40.0
1619,459,408,103.0,20.0,106.0,37.5
1620,81,272,103.0,20.0,113.0,35.5
1621,216,34,103.0,20.0,110.5,32.0
1622,270,340,103.0,20.0,109.5,36.5
1623,81,544,103.0,20.0,113.0,39.5
1624,270,442,103.0,20.0,109.5,38.0
1625,351,68,103.0,20.0,108.0,32.5
1626,486,102,103.0,20.0,105.5,33.0
1627,216,204,103.0,20.0,110.5,34.5
1628,621,442,103.0,20.0,103.0,38.0
1629,54,102,103.0,20.0,113.5,33.0
1630,567,272,103.0,20.0,104.0,35.5
1631,621,612,103.0,20.0,103.0,40.5
1632,108,408,103.0,20.0,112.5,37.5
1633,378,238,103.0,20.0,107.5,35.0
1634,108,680,103.0,20.0,112.5,41.5
1635,594,102,103.0,20.0,103.5,33.0
1636,243,578,103.0,20.0,110.0,40.0
1637,513,578,103.0,20.0,105.0,40.0
1638,378,578,102.0,20.0,107.5,40.0
1639,459,408,102.0,20.0,106.0,37.5
1640,81,272,102.0,20.0,113.0,35.5
1641,216,34,102.0,20.0,110.5,32.0
1642,270,340,102.0,20.0,109.5,36.5
1643,81,544,102.0,20.0,113.0,39.5
1644,270,442,102.0,20.0,109.5,38.0
1645,351,68,102.0,20.0,108.0,32.5
1646,486,102,102.0,20.0,105.5,33.0
1647,216,204,102.0,20.0,110.5,34.5
1648,621,442,102.0,20.0,103.0,38.0
1649,54,102,102.0,20.0,113.5,33.0
1650,567,272,102.0,20.0,104.0,35.5
1651,621,612,102.0,20.0,103.0,40.5
1652,108,408,102.0,20.0,112.5,37.5
1653,378,238,102.0,20.0,107.5,35.0
1654,108,680,102.0,20.0,112.5,41.5
1655,594,102,102.0,20.0,103.5,33.0
1656,243,578,102.0,20.0,110.0,40.0
1657,513,578,102.0,20.0,105.0,40.0
1658,243,646,101.0,20.0,110.0,41.0
1659,81,102,101.0,20.0,113.0,33.0
1660,594,340,101.0,20.0,103.5,36.5
1661,405,102,101.0,20.0,107.0,33.0
1662,459,476,101.0,20.0,106.0,38.5
1663,540,204,101.0,20.0,104.5,34.5
1664,594,612,101.0,20.0,103.5,40.5
1665,81,408,101.0,20.0,113.0,37.5
1666,405,340,101.0,20.0,107.0,36.5
1667,270,476,101.0,20.0,109.5,38.5
1668,81,680,101.0,20.0,113.0,41.5
1669,216,340,101.0,20.0,110.5,36.5
1670,405,612,101.0,20.0,107.0,40.5
1671,567,68,101.0,20.0,104.0,32.5
1672,621,476,101.0,20.0,103.0,38.5
1673,243,34,101.0,20.0,110.0,32.0
1674,54,238,101.0,20.0,113.5,35.0
1675,108,544,101.0,20.0,112.5,39.5
1676,243,204,101.0,20.0,110.0,34.5
1677,378,272,101.0,20.0,107.5,35.5
1678,243,646,100.0,20.0,110.0,41.0
1679,81,102,100.0,20.0,113.0,33.0
1680,594,340,100.0,20.0,103.5,36.5
1681,405,102,100.0,20.0,107.0,33.0
1682,459,476,100.0,20.0,106.0,38.5
1683,540,204,100.0,20.0,104.5,34.5
1684,594,612,100.0,20.0,103.5,40.5
1685,81,408,100.0,20.0,113.0,37.5
1686,405,340,100.0,20.0,107.0,36.5
1687,270,476,100.0,20.0,109.5,38.5
1688,81,680,100.0,20.0,113.0,41.5
1689,216,340,100.0,20.0,110.5,36.5
1690,405,612,100.0,20.0,107.0,40.5
1691,567,68,100.0,20.0,104.0,32.5
1692,621,476,100.0,20.0,103.0,38.5
1693,243,34,100.0,20.0,110.0,32.0
1694,54,238,100.0,20.0,113.5,35.0
1695,108,544,100.0,20.0,112.5,39.5
1696,243,204,100.0,20.0,110.0,34.5
1697,378,272,100.0,20.0,107.5,35.5
