	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480
1	0	34	68	102	170	204	238	27	43.4166	73.1642	105.513	138.6542	172.1308	205.779	239.5266	273.3368	307.1889	341.0704	374.9733	408.8924	442.8239	476.7651	510.7142	544.6696	578.6303	612.5953	646.564	54	63.8122	86.8332	115.4123	146.3284	178.3704	211.0261	244.0492	277.3085	310.7282	344.2615	377.8783	411.558	445.2864	479.0532	512.8509	546.6736	580.517	614.3777	648.253	87.8465	81	87.8465	105.7592	130.2498	158.294	188.3109	219.4926	251.406	283.8045	316.5391	349.5154	382.6709	415.9627	449.3607	482.8426	516.3923	549.9973	583.648	617.337	651.0584	113.2254	108	113.2254	127.6244	148.553	173.6663	201.4051	230.8246	261.358	292.6568	324.4996	356.7408	389.2814	422.0521	455.0033	488.0984	521.3099	554.617	588.0034	621.4564	654.9656	139.2157	135	139.2157	151.1589	169.2011	191.6272	217.0829	244.6242	273.622	303.6593	334.4563	365.821	397.6192	429.7546	462.1569	494.7737	527.5652	560.5007	593.5562	626.7129	659.9553	165.5295	162	165.5295	175.6929	191.4367	211.5183	234.8276	260.4995	287.9028	316.5881	346.2369	376.6218	407.5782	438.9852	470.7526	502.8121	535.1112	567.609	600.2733	633.0782	666.003	200.8606	192.0339	189	192.0339	200.8606	214.7673	232.8454	254.2066	278.0953	303.9161	331.2175	359.6623	389	419.043	449.6499	480.713	512.1494	543.8943	575.8967	608.1159	640.5193	673.0802	226.4509	218.6596	216	218.6596	226.4509	238.8724	255.2489	274.8745	297.106	321.4032	347.3327	374.5557	402.8101	431.8935	461.6492	491.9553	522.716	553.8556	585.3136	617.0413	252.3351	245.3671	243	245.3671	252.3351	263.5394	278.469	296.562	317.2775	340.1367	364.7369	390.7493	417.9103	446.0101	474.8821	504.3937	534.439	564.9327	595.8062	627.0032	278.4313	272.1323	270	272.1323	278.4313	288.6243	302.3177	319.0611	338.4021	359.9222	383.2545	408.0882	434.1659	461.2765	489.2484	517.9421	547.244	577.0615	607.3187	637.953	304.6851	298.9398	297	298.9398	304.6851	314.0271	326.6573	342.2119	360.3124	380.5956	402.7319	426.4329	451.4521	477.5825	504.6514	532.5157	561.057	590.1771	619.7943	649.8407	331.0589	325.7791	324	325.7791	331.0589	339.6763	351.3858	365.8907	382.8733	402.0199	423.0366	445.6591	469.6552	494.8252	520.999	548.0328	575.8055	604.2152	633.1761	662.616	352.6429	351	352.6429	357.5262	365.5202	376.4266	390.0013	405.9766	424.0814	444.0552	465.6576	488.6727	512.9103	538.2054	564.4156	591.4195	619.1131	647.4079	676.2285	379.526	378	379.526	384.0677	391.5201	401.7213	414.4683	429.5346	446.6856	465.6909	486.3332	508.4132	531.7518	556.1906	581.5909	607.8322	634.8102	662.4349	690.6287	406.4247	405	406.4247	410.669	417.647	427.2248	439.2323	453.4766	469.7542	487.8617	507.6032	528.7958	551.2722	574.8817	599.4906	624.9808	651.2488	678.2042	705.7684	433.3359	432	433.3359	437.3191	443.8784	452.9018	464.2456	477.7447	493.2221	510.4978	529.3959	549.749	571.4018	594.2121	618.0518	642.8063	668.3741	694.6654	721.601	460.2575	459	460.2575	464.0097	470.1968	478.7243	489.4701	502.2917	517.0348	533.5401	551.6493	571.2101	592.0785	614.1213	637.2166	661.2541	686.1348	711.7703	738.082	487.1878	486	487.1878	490.7341	496.5884	504.6702	514.8747	527.0787	541.1469	556.9381	574.31	593.1239	613.2471	634.555	656.9323	680.2735	704.4828	729.4738	755.1689	514.1255	513	514.1255	517.4872	523.0421	530.7212	540.4341	552.0734	565.5201	580.6488	597.3316	615.4421	634.8583	655.464	677.1506	699.8178	723.3733	747.7332	772.8215	541.0693	540	541.0693	544.2646	549.5489	556.8626	566.1272	577.2486	590.122	604.6354	620.6738	638.1222	656.8683	676.8043	697.8281	719.8444	742.7651	766.509	791.0019	568.0185	567	568.0185	571.063	576.1016	583.0823	591.9367	602.5819	614.9252	628.8664	644.3019	661.1271	679.2385	698.5363	718.9249	740.3141	762.6198	785.764	809.6746	594.9723	594	594.9723	597.8796	602.694	609.3702	617.8479	628.0541	639.9062	653.3146	668.1856	684.4238	701.9345	720.6247	740.4053	761.1912	782.9023	805.4638	828.8064	621.9301	621	621.9301	624.7119	629.3211	635.7177	643.8486	653.649	665.0451	677.9565	692.2983	707.9838	724.9255	743.0377	762.2368	782.443	803.5801	825.5768	848.3661	716.6171	731.7814	748.1845	765.7467	784.3902	804.0398	824.6236	846.0733	868.3248	741.1214	755.7943	771.6871	788.7262	806.8389	825.9546	846.0053	866.9262	888.6557
2	34	0	34	68	136	170	204	43.4166	27	43.4166	73.1642	105.513	138.6542	172.1308	205.779	239.5266	273.3368	307.1889	341.0704	374.9733	408.8924	442.8239	476.7651	510.7142	544.6696	578.6303	612.5953	63.8122	54	63.8122	86.8332	115.4123	146.3284	178.3704	211.0261	244.0492	277.3085	310.7282	344.2615	377.8783	411.558	445.2864	479.0532	512.8509	546.6736	580.517	614.3777	105.7592	87.8465	81	87.8465	105.7592	130.2498	158.294	188.3109	219.4926	251.406	283.8045	316.5391	349.5154	382.6709	415.9627	449.3607	482.8426	516.3923	549.9973	583.648	617.337	127.6244	113.2254	108	113.2254	127.6244	148.553	173.6663	201.4051	230.8246	261.358	292.6568	324.4996	356.7408	389.2814	422.0521	455.0033	488.0984	521.3099	554.617	588.0034	621.4564	151.1589	139.2157	135	139.2157	151.1589	169.2011	191.6272	217.0829	244.6242	273.622	303.6593	334.4563	365.821	397.6192	429.7546	462.1569	494.7737	527.5652	560.5007	593.5562	626.7129	175.6929	165.5295	162	165.5295	175.6929	191.4367	211.5183	234.8276	260.4995	287.9028	316.5881	346.2369	376.6218	407.5782	438.9852	470.7526	502.8121	535.1112	567.609	600.2733	633.0782	214.7673	200.8606	192.0339	189	192.0339	200.8606	214.7673	232.8454	254.2066	278.0953	303.9161	331.2175	359.6623	389	419.043	449.6499	480.713	512.1494	543.8943	575.8967	608.1159	640.5193	238.8724	226.4509	218.6596	216	218.6596	226.4509	238.8724	255.2489	274.8745	297.106	321.4032	347.3327	374.5557	402.8101	431.8935	461.6492	491.9553	522.716	553.8556	585.3136	263.5394	252.3351	245.3671	243	245.3671	252.3351	263.5394	278.469	296.562	317.2775	340.1367	364.7369	390.7493	417.9103	446.0101	474.8821	504.3937	534.439	564.9327	595.8062	288.6243	278.4313	272.1323	270	272.1323	278.4313	288.6243	302.3177	319.0611	338.4021	359.9222	383.2545	408.0882	434.1659	461.2765	489.2484	517.9421	547.244	577.0615	607.3187	314.0271	304.6851	298.9398	297	298.9398	304.6851	314.0271	326.6573	342.2119	360.3124	380.5956	402.7319	426.4329	451.4521	477.5825	504.6514	532.5157	561.057	590.1771	619.7943	339.6763	331.0589	325.7791	324	325.7791	331.0589	339.6763	351.3858	365.8907	382.8733	402.0199	423.0366	445.6591	469.6552	494.8252	520.999	548.0328	575.8055	604.2152	633.1761	357.5262	352.6429	351	352.6429	357.5262	365.5202	376.4266	390.0013	405.9766	424.0814	444.0552	465.6576	488.6727	512.9103	538.2054	564.4156	591.4195	619.1131	647.4079	384.0677	379.526	378	379.526	384.0677	391.5201	401.7213	414.4683	429.5346	446.6856	465.6909	486.3332	508.4132	531.7518	556.1906	581.5909	607.8322	634.8102	662.4349	410.669	406.4247	405	406.4247	410.669	417.647	427.2248	439.2323	453.4766	469.7542	487.8617	507.6032	528.7958	551.2722	574.8817	599.4906	624.9808	651.2488	678.2042	437.3191	433.3359	432	433.3359	437.3191	443.8784	452.9018	464.2456	477.7447	493.2221	510.4978	529.3959	549.749	571.4018	594.2121	618.0518	642.8063	668.3741	694.6654	464.0097	460.2575	459	460.2575	464.0097	470.1968	478.7243	489.4701	502.2917	517.0348	533.5401	551.6493	571.2101	592.0785	614.1213	637.2166	661.2541	686.1348	711.7703	490.7341	487.1878	486	487.1878	490.7341	496.5884	504.6702	514.8747	527.0787	541.1469	556.9381	574.31	593.1239	613.2471	634.555	656.9323	680.2735	704.4828	729.4738	517.4872	514.1255	513	514.1255	517.4872	523.0421	530.7212	540.4341	552.0734	565.5201	580.6488	597.3316	615.4421	634.8583	655.464	677.1506	699.8178	723.3733	747.7332	544.2646	541.0693	540	541.0693	544.2646	549.5489	556.8626	566.1272	577.2486	590.122	604.6354	620.6738	638.1222	656.8683	676.8043	697.8281	719.8444	742.7651	766.509	571.063	568.0185	567	568.0185	571.063	576.1016	583.0823	591.9367	602.5819	614.9252	628.8664	644.3019	661.1271	679.2385	698.5363	718.9249	740.3141	762.6198	785.764	597.8796	594.9723	594	594.9723	597.8796	602.694	609.3702	617.8479	628.0541	639.9062	653.3146	668.1856	684.4238	701.9345	720.6247	740.4053	761.1912	782.9023	805.4638	624.7119	621.9301	621	621.9301	624.7119	629.3211	635.7177	643.8486	653.649	665.0451	677.9565	692.2983	707.9838	724.9255	743.0377	762.2368	782.443	803.5801	825.5768	702.7717	716.6171	731.7814	748.1845	765.7467	784.3902	804.0398	824.6236	846.0733	727.7424	741.1214	755.7943	771.6871	788.7262	806.8389	825.9546	846.0053	866.9262
3	68	34	0	34	102	136	170	73.1642	43.4166	27	43.4166	73.1642	105.513	138.6542	172.1308	205.779	239.5266	273.3368	307.1889	341.0704	374.9733	408.8924	442.8239	476.7651	510.7142	544.6696	578.6303	86.8332	63.8122	54	63.8122	86.8332	115.4123	146.3284	178.3704	211.0261	244.0492	277.3085	310.7282	344.2615	377.8783	411.558	445.2864	479.0532	512.8509	546.6736	580.517	130.2498	105.7592	87.8465	81	87.8465	105.7592	130.2498	158.294	188.3109	219.4926	251.406	283.8045	316.5391	349.5154	382.6709	415.9627	449.3607	482.8426	516.3923	549.9973	583.648	148.553	127.6244	113.2254	108	113.2254	127.6244	148.553	173.6663	201.4051	230.8246	261.358	292.6568	324.4996	356.7408	389.2814	422.0521	455.0033	488.0984	521.3099	554.617	588.0034	169.2011	151.1589	139.2157	135	139.2157	151.1589	169.2011	191.6272	217.0829	244.6242	273.622	303.6593	334.4563	365.821	397.6192	429.7546	462.1569	494.7737	527.5652	560.5007	593.5562	191.4367	175.6929	165.5295	162	165.5295	175.6929	191.4367	211.5183	234.8276	260.4995	287.9028	316.5881	346.2369	376.6218	407.5782	438.9852	470.7526	502.8121	535.1112	567.609	600.2733	232.8454	214.7673	200.8606	192.0339	189	192.0339	200.8606	214.7673	232.8454	254.2066	278.0953	303.9161	331.2175	359.6623	389	419.043	449.6499	480.713	512.1494	543.8943	575.8967	608.1159	255.2489	238.8724	226.4509	218.6596	216	218.6596	226.4509	238.8724	255.2489	274.8745	297.106	321.4032	347.3327	374.5557	402.8101	431.8935	461.6492	491.9553	522.716	553.8556	278.469	263.5394	252.3351	245.3671	243	245.3671	252.3351	263.5394	278.469	296.562	317.2775	340.1367	364.7369	390.7493	417.9103	446.0101	474.8821	504.3937	534.439	564.9327	302.3177	288.6243	278.4313	272.1323	270	272.1323	278.4313	288.6243	302.3177	319.0611	338.4021	359.9222	383.2545	408.0882	434.1659	461.2765	489.2484	517.9421	547.244	577.0615	326.6573	314.0271	304.6851	298.9398	297	298.9398	304.6851	314.0271	326.6573	342.2119	360.3124	380.5956	402.7319	426.4329	451.4521	477.5825	504.6514	532.5157	561.057	590.1771	351.3858	339.6763	331.0589	325.7791	324	325.7791	331.0589	339.6763	351.3858	365.8907	382.8733	402.0199	423.0366	445.6591	469.6552	494.8252	520.999	548.0328	575.8055	604.2152	365.5202	357.5262	352.6429	351	352.6429	357.5262	365.5202	376.4266	390.0013	405.9766	424.0814	444.0552	465.6576	488.6727	512.9103	538.2054	564.4156	591.4195	619.1131	391.5201	384.0677	379.526	378	379.526	384.0677	391.5201	401.7213	414.4683	429.5346	446.6856	465.6909	486.3332	508.4132	531.7518	556.1906	581.5909	607.8322	634.8102	417.647	410.669	406.4247	405	406.4247	410.669	417.647	427.2248	439.2323	453.4766	469.7542	487.8617	507.6032	528.7958	551.2722	574.8817	599.4906	624.9808	651.2488	443.8784	437.3191	433.3359	432	433.3359	437.3191	443.8784	452.9018	464.2456	477.7447	493.2221	510.4978	529.3959	549.749	571.4018	594.2121	618.0518	642.8063	668.3741	470.1968	464.0097	460.2575	459	460.2575	464.0097	470.1968	478.7243	489.4701	502.2917	517.0348	533.5401	551.6493	571.2101	592.0785	614.1213	637.2166	661.2541	686.1348	496.5884	490.7341	487.1878	486	487.1878	490.7341	496.5884	504.6702	514.8747	527.0787	541.1469	556.9381	574.31	593.1239	613.2471	634.555	656.9323	680.2735	704.4828	523.0421	517.4872	514.1255	513	514.1255	517.4872	523.0421	530.7212	540.4341	552.0734	565.5201	580.6488	597.3316	615.4421	634.8583	655.464	677.1506	699.8178	723.3733	549.5489	544.2646	541.0693	540	541.0693	544.2646	549.5489	556.8626	566.1272	577.2486	590.122	604.6354	620.6738	638.1222	656.8683	676.8043	697.8281	719.8444	742.7651	576.1016	571.063	568.0185	567	568.0185	571.063	576.1016	583.0823	591.9367	602.5819	614.9252	628.8664	644.3019	661.1271	679.2385	698.5363	718.9249	740.3141	762.6198	602.694	597.8796	594.9723	594	594.9723	597.8796	602.694	609.3702	617.8479	628.0541	639.9062	653.3146	668.1856	684.4238	701.9345	720.6247	740.4053	761.1912	782.9023	629.3211	624.7119	621.9301	621	621.9301	624.7119	629.3211	635.7177	643.8486	653.649	665.0451	677.9565	692.2983	707.9838	724.9255	743.0377	762.2368	782.443	803.5801	690.3246	702.7717	716.6171	731.7814	748.1845	765.7467	784.3902	804.0398	824.6236	715.7297	727.7424	741.1214	755.7943	771.6871	788.7262	806.8389	825.9546	846.0053
4	102	68	34	0	68	102	136	105.513	73.1642	43.4166	27	43.4166	73.1642	105.513	138.6542	172.1308	205.779	239.5266	273.3368	307.1889	341.0704	374.9733	408.8924	442.8239	476.7651	510.7142	544.6696	115.4123	86.8332	63.8122	54	63.8122	86.8332	115.4123	146.3284	178.3704	211.0261	244.0492	277.3085	310.7282	344.2615	377.8783	411.558	445.2864	479.0532	512.8509	546.6736	158.294	130.2498	105.7592	87.8465	81	87.8465	105.7592	130.2498	158.294	188.3109	219.4926	251.406	283.8045	316.5391	349.5154	382.6709	415.9627	449.3607	482.8426	516.3923	549.9973	173.6663	148.553	127.6244	113.2254	108	113.2254	127.6244	148.553	173.6663	201.4051	230.8246	261.358	292.6568	324.4996	356.7408	389.2814	422.0521	455.0033	488.0984	521.3099	554.617	191.6272	169.2011	151.1589	139.2157	135	139.2157	151.1589	169.2011	191.6272	217.0829	244.6242	273.622	303.6593	334.4563	365.821	397.6192	429.7546	462.1569	494.7737	527.5652	560.5007	211.5183	191.4367	175.6929	165.5295	162	165.5295	175.6929	191.4367	211.5183	234.8276	260.4995	287.9028	316.5881	346.2369	376.6218	407.5782	438.9852	470.7526	502.8121	535.1112	567.609	254.2066	232.8454	214.7673	200.8606	192.0339	189	192.0339	200.8606	214.7673	232.8454	254.2066	278.0953	303.9161	331.2175	359.6623	389	419.043	449.6499	480.713	512.1494	543.8943	575.8967	274.8745	255.2489	238.8724	226.4509	218.6596	216	218.6596	226.4509	238.8724	255.2489	274.8745	297.106	321.4032	347.3327	374.5557	402.8101	431.8935	461.6492	491.9553	522.716	296.562	278.469	263.5394	252.3351	245.3671	243	245.3671	252.3351	263.5394	278.469	296.562	317.2775	340.1367	364.7369	390.7493	417.9103	446.0101	474.8821	504.3937	534.439	319.0611	302.3177	288.6243	278.4313	272.1323	270	272.1323	278.4313	288.6243	302.3177	319.0611	338.4021	359.9222	383.2545	408.0882	434.1659	461.2765	489.2484	517.9421	547.244	342.2119	326.6573	314.0271	304.6851	298.9398	297	298.9398	304.6851	314.0271	326.6573	342.2119	360.3124	380.5956	402.7319	426.4329	451.4521	477.5825	504.6514	532.5157	561.057	365.8907	351.3858	339.6763	331.0589	325.7791	324	325.7791	331.0589	339.6763	351.3858	365.8907	382.8733	402.0199	423.0366	445.6591	469.6552	494.8252	520.999	548.0328	575.8055	376.4266	365.5202	357.5262	352.6429	351	352.6429	357.5262	365.5202	376.4266	390.0013	405.9766	424.0814	444.0552	465.6576	488.6727	512.9103	538.2054	564.4156	591.4195	401.7213	391.5201	384.0677	379.526	378	379.526	384.0677	391.5201	401.7213	414.4683	429.5346	446.6856	465.6909	486.3332	508.4132	531.7518	556.1906	581.5909	607.8322	427.2248	417.647	410.669	406.4247	405	406.4247	410.669	417.647	427.2248	439.2323	453.4766	469.7542	487.8617	507.6032	528.7958	551.2722	574.8817	599.4906	624.9808	452.9018	443.8784	437.3191	433.3359	432	433.3359	437.3191	443.8784	452.9018	464.2456	477.7447	493.2221	510.4978	529.3959	549.749	571.4018	594.2121	618.0518	642.8063	478.7243	470.1968	464.0097	460.2575	459	460.2575	464.0097	470.1968	478.7243	489.4701	502.2917	517.0348	533.5401	551.6493	571.2101	592.0785	614.1213	637.2166	661.2541	504.6702	496.5884	490.7341	487.1878	486	487.1878	490.7341	496.5884	504.6702	514.8747	527.0787	541.1469	556.9381	574.31	593.1239	613.2471	634.555	656.9323	680.2735	530.7212	523.0421	517.4872	514.1255	513	514.1255	517.4872	523.0421	530.7212	540.4341	552.0734	565.5201	580.6488	597.3316	615.4421	634.8583	655.464	677.1506	699.8178	556.8626	549.5489	544.2646	541.0693	540	541.0693	544.2646	549.5489	556.8626	566.1272	577.2486	590.122	604.6354	620.6738	638.1222	656.8683	676.8043	697.8281	719.8444	583.0823	576.1016	571.063	568.0185	567	568.0185	571.063	576.1016	583.0823	591.9367	602.5819	614.9252	628.8664	644.3019	661.1271	679.2385	698.5363	718.9249	740.3141	609.3702	602.694	597.8796	594.9723	594	594.9723	597.8796	602.694	609.3702	617.8479	628.0541	639.9062	653.3146	668.1856	684.4238	701.9345	720.6247	740.4053	761.1912	635.7177	629.3211	624.7119	621.9301	621	621.9301	624.7119	629.3211	635.7177	643.8486	653.649	665.0451	677.9565	692.2983	707.9838	724.9255	743.0377	762.2368	782.443	679.3526	690.3246	702.7717	716.6171	731.7814	748.1845	765.7467	784.3902	804.0398	705.1532	715.7297	727.7424	741.1214	755.7943	771.6871	788.7262	806.8389	825.9546
5	170	136	102	68	0	34	68	172.1308	138.6542	105.513	73.1642	43.4166	27	43.4166	73.1642	105.513	138.6542	172.1308	205.779	239.5266	273.3368	307.1889	341.0704	374.9733	408.8924	442.8239	476.7651	178.3704	146.3284	115.4123	86.8332	63.8122	54	63.8122	86.8332	115.4123	146.3284	178.3704	211.0261	244.0492	277.3085	310.7282	344.2615	377.8783	411.558	445.2864	479.0532	219.4926	188.3109	158.294	130.2498	105.7592	87.8465	81	87.8465	105.7592	130.2498	158.294	188.3109	219.4926	251.406	283.8045	316.5391	349.5154	382.6709	415.9627	449.3607	482.8426	230.8246	201.4051	173.6663	148.553	127.6244	113.2254	108	113.2254	127.6244	148.553	173.6663	201.4051	230.8246	261.358	292.6568	324.4996	356.7408	389.2814	422.0521	455.0033	488.0984	244.6242	217.0829	191.6272	169.2011	151.1589	139.2157	135	139.2157	151.1589	169.2011	191.6272	217.0829	244.6242	273.622	303.6593	334.4563	365.821	397.6192	429.7546	462.1569	494.7737	260.4995	234.8276	211.5183	191.4367	175.6929	165.5295	162	165.5295	175.6929	191.4367	211.5183	234.8276	260.4995	287.9028	316.5881	346.2369	376.6218	407.5782	438.9852	470.7526	502.8121	303.9161	278.0953	254.2066	232.8454	214.7673	200.8606	192.0339	189	192.0339	200.8606	214.7673	232.8454	254.2066	278.0953	303.9161	331.2175	359.6623	389	419.043	449.6499	480.713	512.1494	321.4032	297.106	274.8745	255.2489	238.8724	226.4509	218.6596	216	218.6596	226.4509	238.8724	255.2489	274.8745	297.106	321.4032	347.3327	374.5557	402.8101	431.8935	461.6492	340.1367	317.2775	296.562	278.469	263.5394	252.3351	245.3671	243	245.3671	252.3351	263.5394	278.469	296.562	317.2775	340.1367	364.7369	390.7493	417.9103	446.0101	474.8821	359.9222	338.4021	319.0611	302.3177	288.6243	278.4313	272.1323	270	272.1323	278.4313	288.6243	302.3177	319.0611	338.4021	359.9222	383.2545	408.0882	434.1659	461.2765	489.2484	380.5956	360.3124	342.2119	326.6573	314.0271	304.6851	298.9398	297	298.9398	304.6851	314.0271	326.6573	342.2119	360.3124	380.5956	402.7319	426.4329	451.4521	477.5825	504.6514	402.0199	382.8733	365.8907	351.3858	339.6763	331.0589	325.7791	324	325.7791	331.0589	339.6763	351.3858	365.8907	382.8733	402.0199	423.0366	445.6591	469.6552	494.8252	520.999	405.9766	390.0013	376.4266	365.5202	357.5262	352.6429	351	352.6429	357.5262	365.5202	376.4266	390.0013	405.9766	424.0814	444.0552	465.6576	488.6727	512.9103	538.2054	429.5346	414.4683	401.7213	391.5201	384.0677	379.526	378	379.526	384.0677	391.5201	401.7213	414.4683	429.5346	446.6856	465.6909	486.3332	508.4132	531.7518	556.1906	453.4766	439.2323	427.2248	417.647	410.669	406.4247	405	406.4247	410.669	417.647	427.2248	439.2323	453.4766	469.7542	487.8617	507.6032	528.7958	551.2722	574.8817	477.7447	464.2456	452.9018	443.8784	437.3191	433.3359	432	433.3359	437.3191	443.8784	452.9018	464.2456	477.7447	493.2221	510.4978	529.3959	549.749	571.4018	594.2121	502.2917	489.4701	478.7243	470.1968	464.0097	460.2575	459	460.2575	464.0097	470.1968	478.7243	489.4701	502.2917	517.0348	533.5401	551.6493	571.2101	592.0785	614.1213	527.0787	514.8747	504.6702	496.5884	490.7341	487.1878	486	487.1878	490.7341	496.5884	504.6702	514.8747	527.0787	541.1469	556.9381	574.31	593.1239	613.2471	634.555	552.0734	540.4341	530.7212	523.0421	517.4872	514.1255	513	514.1255	517.4872	523.0421	530.7212	540.4341	552.0734	565.5201	580.6488	597.3316	615.4421	634.8583	655.464	577.2486	566.1272	556.8626	549.5489	544.2646	541.0693	540	541.0693	544.2646	549.5489	556.8626	566.1272	577.2486	590.122	604.6354	620.6738	638.1222	656.8683	676.8043	602.5819	591.9367	583.0823	576.1016	571.063	568.0185	567	568.0185	571.063	576.1016	583.0823	591.9367	602.5819	614.9252	628.8664	644.3019	661.1271	679.2385	698.5363	628.0541	617.8479	609.3702	602.694	597.8796	594.9723	594	594.9723	597.8796	602.694	609.3702	617.8479	628.0541	639.9062	653.3146	668.1856	684.4238	701.9345	720.6247	653.649	643.8486	635.7177	629.3211	624.7119	621.9301	621	621.9301	624.7119	629.3211	635.7177	643.8486	653.649	665.0451	677.9565	692.2983	707.9838	724.9255	743.0377	662.1178	669.9284	679.3526	690.3246	702.7717	716.6171	731.7814	748.1845	765.7467	688.5644	696.0783	705.1532	715.7297	727.7424	741.1214	755.7943	771.6871	788.7262
